"","collectiondate","country","countrycode","region","ntlmeanintensity","ntlcoverageperc","lcumixedforestperc","lcuclosedshrublandsperc","lcuopenshrublandsperc","lcuwoodysavannasperc","lcusavannasperc","lcugrasslandsperc","lcucroplandsperc","lcuurbanbuiltupperc","lcucroplandnatvegperc","lcubarrenperc","builtschools","builtmedicalfacilities","builtroads","builtresidence","mpi"
"212",2013-01-01,"Liberia","LBR","river cess",0.088,22.609,0,0,0,6.845,0,0,0,0,0,0,0,0,0,0,0.462
"213",2013-01-01,"Liberia","LBR","river gee",0.113,13.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387
"214",2013-01-01,"Liberia","LBR","sinoe",0.095,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385
"215",2020-01-01,"Liberia","LBR","bomi",0.282,7.871,0,0,0,0,0,0,0,0,0,0,7,24,27,3,0.304
"216",2020-01-01,"Liberia","LBR","bong",0.277,17.764,0,0,0,9.161,0,0,0,0,0,0,335,67,137,821,0.371
"217",2020-01-01,"Liberia","LBR","gbarpolu",0.271,20.149,0,0,0,15.061,0.008,0,0,0,0,0,13,17,13,94,0.396
"218",2020-01-01,"Liberia","LBR","grand bassa",0.267,16.064,0,0,0,9.269,0,0,0,0,0,0,15,43,81,1491,0.391
"219",2020-01-01,"Liberia","LBR","grand cape mount",0.244,9.64,0,0,0,6.153,0,0,0,0,0,0,3,45,40,363,0.361
"220",2020-01-01,"Liberia","LBR","grand gedeh",0.272,17.53,0,0,0,6.792,0,0,0,0,0,0,214,46,28,63,0.297
"221",2020-01-01,"Liberia","LBR","grand kru",0.241,10.515,0,0,0,0,0,0,0,0,0,0,0,5,11,34,0.336
"222",2020-01-01,"Liberia","LBR","lofa",0.268,20.147,0,0,0,1.936,10.673,0,0,0,0,0,33,103,74,1147,0.318
"223",2020-01-01,"Liberia","LBR","margibi",0.284,10.447,0,0,0,0.999,0,0,0,0,0,0,13,33,55,1078,0.255
"224",2020-01-01,"Liberia","LBR","maryland",0.248,4.666,0,0,0,0,0,0,0,0,0,0,0,27,19,205,0.282
"225",2020-01-01,"Liberia","LBR","montserrado",0.285,15.504,0,0,0,0,0,0,0,0,0,0,60,261,102,3515,0.122
"226",2020-01-01,"Liberia","LBR","nimba",0.283,15.651,0,0,0,14.677,0,0,0,0,0,0,277,85,127,1951,0.326
"227",2020-01-01,"Liberia","LBR","river cess",0.236,22.609,0,0,0,6.845,0,0,0,0,0,0,5,17,0,510,0.415
"228",2020-01-01,"Liberia","LBR","river gee",0.271,13.809,0,0,0,0,0,0,0,0,0,0,0,26,21,7,0.28
"229",2020-01-01,"Liberia","LBR","sinoe",0.248,19.7,0,0,0,0,0,0,0,0,0,0,0,31,50,26,0.267
"230",2013-01-01,"Mali","MLI","bamako",0.32,1.016,0,0,0,0,0,1.016,0,0,0,0,1,315,363,2,0.168
"231",2013-01-01,"Mali","MLI","kayes",0.157,50.936,0,0,0,0,0.061,50.875,0,0,0,0,0,254,330,0,0.485
"232",2013-01-01,"Mali","MLI","koulikoro",0.146,42.165,0,0,0,0,0,42.165,0,0,0,0,0,294,210,0,0.44
"233",2013-01-01,"Mali","MLI","mopti",0.077,42.703,0,0,0,0,0,42.567,0,0,0,0.136,0,190,168,15,0.594
"234",2013-01-01,"Mali","MLI","segou",0.091,36.738,0,0,0,0,0,36.738,0,0,0,0,0,233,224,5,0.498
"235",2013-01-01,"Mali","MLI","sikasso",0.105,45.486,0,0,0,0,6.655,38.83,0,0,0,0,0,274,145,0,0.484
"236",2015-01-01,"Mali","MLI","bamako",0.325,1.016,0,0,0,0,0,1.016,0,0,0,0,160,388,396,548,0.129
"237",2015-01-01,"Mali","MLI","gao",0.091,51.335,0,0,0,0,0,5.331,0,0,0,46.004,0,82,113,63,0.522
"238",2015-01-01,"Mali","MLI","kayes",0.15,50.936,0,0,0,0,0.061,50.875,0,0,0,0,2,259,360,3174,0.464
"239",2015-01-01,"Mali","MLI","koulikoro",0.163,42.165,0,0,0,0,0,42.165,0,0,0,0,70,317,418,1985,0.46
"240",2015-01-01,"Mali","MLI","mopti",0.092,42.703,0,0,0,0,0,42.703,0,0,0,0,0,193,175,15,0.567
"241",2015-01-01,"Mali","MLI","segou",0.095,36.738,0,0,0,0,0,36.738,0,0,0,0,0,242,240,6,0.518
"242",2015-01-01,"Mali","MLI","sikasso",0.116,45.486,0,0,0,0,6.655,38.83,0,0,0,0,4,279,221,65,0.482
"243",2015-01-01,"Mali","MLI","timbuktu",0.114,71.258,0,0,0,0,0,3.934,0,0,0,67.323,18,99,129,45,0.571
"244",2018-01-01,"Mali","MLI","bamako",0.568,1.016,0,0,0,0,0,1.016,0,0,0,0,154,224,446,598,0.11
"245",2018-01-01,"Mali","MLI","gao",0.22,51.335,0,0,0,0,0,5.331,0,0,0,46.004,0,20,134,65,0.473
"246",2018-01-01,"Mali","MLI","kayes",0.287,50.936,0,0,0,0,0.061,50.875,0,0,0,0,56,110,752,3467,0.421
"247",2018-01-01,"Mali","MLI","kidal",0.218,48.055,0,0,0,0,0,0,0,0,0,48.055,0,11,115,8,0.476
"248",2018-01-01,"Mali","MLI","koulikoro",0.299,42.165,0,0,0,0,0,42.165,0,0,0,0,70,227,554,2191,0.353
"249",2018-01-01,"Mali","MLI","mopti",0.226,42.703,0,0,0,0,0,42.703,0,0,0,0,2,50,159,4672,0.496
"250",2018-01-01,"Mali","MLI","segou",0.236,36.738,0,0,0,0,0,36.738,0,0,0,0,33,83,330,10,0.424
"251",2018-01-01,"Mali","MLI","sikasso",0.284,45.486,0,0,0,0,6.655,38.83,0,0,0,0,118,103,531,13,0.416
"252",2018-01-01,"Mali","MLI","timbuktu",0.239,71.258,0,0,0,0,0,3.934,0,0,0,67.323,19,24,99,183,0.535
"253",2015-01-01,"Mauritania","MRT","adrar",0.117,53.623,0,0,0,0,0,0,0,0,0,53.623,1,3,87,1,0.169
"254",2015-01-01,"Mauritania","MRT","assaba",0.096,27.619,0,0,0,0,0,15.962,0,0,0,11.657,0,0,0,0,0.36
"255",2015-01-01,"Mauritania","MRT","brakna",0.1,35.27,0,0,0,0,0,3.902,0,0,0,31.368,0,0,17,0,0.334
"256",2015-01-01,"Mauritania","MRT","dakhlet nouadhibou",0.106,16.861,0,0,0,0,0,0,0,0,0,10.376,0,2,6,15,0.034
"257",2015-01-01,"Mauritania","MRT","gorgol",0.095,29.12,0,0,0,0,0,13.497,0,0,0,15.624,0,1,26,0,0.359
"258",2015-01-01,"Mauritania","MRT","guidimaka",0.097,17.996,0,0,0,0,0,17.996,0,0,0,0,0,0,3,0,0.421
"259",2015-01-01,"Mauritania","MRT","hodh ech chargui",0.122,53.126,0,0,0,0,0,8.376,0,0,0,44.749,0,0,0,35,0.387
"260",2015-01-01,"Mauritania","MRT","hodh el gharbi",0.108,42.567,0,0,0,0,0,30.36,0,0,0,12.208,0,1,0,0,0.335
"261",2015-01-01,"Mauritania","MRT","inchiri",0.113,38.593,0,0,0,0,0,0,0,0,0,36.059,0,0,0,0,0.073
"262",2015-01-01,"Mauritania","MRT","nouakchott",0.113,3.196,0,0,0,0,0,0,0,0,0,2.772,1,44,529,11335,0.074
"263",2015-01-01,"Mauritania","MRT","tagant",0.113,50.757,0,0,0,0,0,0,0,0,0,50.757,0,0,0,0,0.262
"264",2015-01-01,"Mauritania","MRT","tiris zemmour",0.115,58.07,0,0,0,0,0,0,0,0,0,58.07,0,3,16,0,0.031
"265",2015-01-01,"Mauritania","MRT","trarza",0.115,41.883,0,0,0,0,0,3.973,0,0,0,34.846,0,1,26,0,0.191
"266",2021-01-01,"Mauritania","MRT","adrar",0.319,53.932,0,0,0,0,0,0,0,0,0,53.932,1,5,139,236,0.191
"267",2021-01-01,"Mauritania","MRT","assaba",0.309,27.639,0,0,0,0,0,15.953,0,0,0,11.686,0,3,105,0,0.433
"268",2021-01-01,"Mauritania","MRT","brakna",0.315,35.334,0,0,0,0,0,3.662,0,0,0,31.672,5,1,87,0,0.334
"269",2021-01-01,"Mauritania","MRT","dakhlet nouadhibou",0.324,23.154,0,0,0,0,0,0,0,0,0,17.377,5,3,18,229,0.047
"270",2021-01-01,"Mauritania","MRT","gorgol",0.311,28.903,0,0,0,0,0,13.206,0,0,0,15.697,1,4,132,0,0.467
"271",2021-01-01,"Mauritania","MRT","guidimagha",0.313,17.938,0,0,0,0,0,17.938,0,0,0,0,0,8,88,0,0.525
"272",2021-01-01,"Mauritania","MRT","hodh echargui",0.324,53.138,0,0,0,0,0,8.656,0,0,0,44.482,0,30,92,78,0.523
"273",2021-01-01,"Mauritania","MRT","hodh gharbi",0.316,41.616,0,0,0,0,0,30.089,0,0,0,11.527,1,3,51,2,0.482
"274",2021-01-01,"Mauritania","MRT","nouakchott nord",0.333,0.813,0,0,0,0,0,0,0,0,0,0.813,11,25,37,524,0.092
"275",2021-01-01,"Mauritania","MRT","nouakchott ouest",0.32,0.42,0,0,0,0,0,0,0,0,0,0.254,7,43,104,614,0.077
"276",2021-01-01,"Mauritania","MRT","nouakchott sud",0.354,0.27,0,0,0,0,0,0,0,0,0,0.214,1,29,70,216,0.1
"277",2021-01-01,"Mauritania","MRT","tagant",0.323,52.875,0,0,0,0,0,0,0,0,0,52.875,1,1,72,0,0.371
"278",2021-01-01,"Mauritania","MRT","tiris zemour et inchiri",0.315,49.939,0,0,0,0,0,0,0,0,0,49.745,0,4,37,0,0.071
"279",2021-01-01,"Mauritania","MRT","trarza",0.336,40.575,0,0,0,0,0,4.114,0,0,0,33.819,2,10,56,163,0.227
"280",2012-01-01,"Niger","NER","agadez",0.065,71.81,0,0,0,0,0,0.27,0,0,0,71.54,0,0,42,0,0.413
"281",2012-01-01,"Niger","NER","diffa",0.068,53.947,0,0,0,0,0,6.875,0.963,0,0,46.108,0,0,19,0,0.577
"282",2012-01-01,"Niger","NER","dosso",0.049,29.457,0,0,0,0,0,15.402,8.192,0,3.458,2.405,0,0,50,0,0.625
"283",2012-01-01,"Niger","NER","maradi",0.038,32.841,0,0,0,0,0,11.193,0,0,20.048,1.601,0,0,48,0,0.651
"284",2012-01-01,"Niger","NER","tahoua",0.049,52.106,0,0,0,0,0,22.427,0,0,4.367,25.313,0,0,48,0,0.623
"285",2012-01-01,"Niger","NER","tillaberi",0.059,44.846,0,0,0,0,0,26.102,0.039,0,0,18.705,0,0,154,0,0.613
"286",2012-01-01,"Niger","NER","zinder",0.054,55.539,0,0,0,0,0,16.867,0.167,0,7.335,31.17,0,0,67,0,0.63
"287",2012-01-01,"Niger","NER","niamey",0.066,1.857,0,0,0,0,0,1.857,0,0,0,0,0,4,98,0,0.231
"288",2013-01-01,"Nigeria","NGA","sokoto",0.078,37.885,0,0,0,0,0,17.657,8.36,0,11.868,0,0,0,161,0,0.548
"289",2013-01-01,"Nigeria","NGA","zamfara",0.086,27.921,0,0,0,0,0,18.669,8.458,0,0.794,0,0,0,4,0,0.605
"290",2013-01-01,"Nigeria","NGA","katsina",0.106,28.776,0,0,0,0,0,0.76,23.771,0,4.245,0,0,3,354,0,0.52
"291",2013-01-01,"Nigeria","NGA","jigawa",0.068,24.346,0,0,0,0,0,10.373,13.973,0,0,0,0,0,70,0,0.552
"292",2013-01-01,"Nigeria","NGA","borno",0.058,46.332,0,0,0,0,0,18.951,27.381,0,0,0,0,0,242,0,0.401
"293",2013-01-01,"Nigeria","NGA","adamawa",0.096,31.396,0,0,0,0,2.356,3.224,25.816,0,0,0,0,0,269,0,0.295
"294",2013-01-01,"Nigeria","NGA","gombe",0.094,23.943,0,0,0,0,0,23.278,0.665,0,0,0,6,2,43,1,0.471
"295",2013-01-01,"Nigeria","NGA","bauchi",0.088,39.837,0,0,0,0,0,23.415,16.422,0,0,0,0,0,206,0,0.583
"296",2013-01-01,"Nigeria","NGA","kano",0.152,24.169,0,0,0,0,0,0.222,23.947,0,0,0,0,5,306,2,0.434
"297",2013-01-01,"Nigeria","NGA","kaduna",0.269,45.647,0,0,0,0,0,12.218,33.428,0,0,0,2,16,372,0,0.311
"298",2013-01-01,"Nigeria","NGA","kebbi",0.082,33.084,0,0,0,0,0,23.235,8.713,0,1.136,0,0,0,267,0,0.553
"299",2013-01-01,"Nigeria","NGA","niger",0.131,37.034,0,0,0,0,2.269,25.484,9.281,0,0,0,0,1,185,0,0.324
"300",2013-01-01,"Nigeria","NGA","fct abuja",0.254,15.556,0,0,0,0,2.956,12.6,0,0,0,0,0,1,483,52,0.108
"301",2013-01-01,"Nigeria","NGA","nasarawa",0.12,19.917,0,0,0,0,0.299,16.042,3.575,0,0,0,0,0,68,1,0.251
"302",2013-01-01,"Nigeria","NGA","plateau",0.099,27.276,0,0,0,0,0,13.475,13.801,0,0,0,1,1,399,0,0.273
"303",2013-01-01,"Nigeria","NGA","taraba",0.084,44.153,0,0,0,0,19.569,5.329,19.255,0,0,0,0,0,247,0,0.448
"304",2013-01-01,"Nigeria","NGA","benue",0.1,28.005,0,0,0,0,6.77,0.688,20.547,0,0,0,0,1,76,1,0.28
"305",2013-01-01,"Nigeria","NGA","kogi",0.232,29.763,0,0,0,0,25.059,0.192,3.072,0,1.44,0,0,3,88,1,0.113
"306",2013-01-01,"Nigeria","NGA","kwara",0.115,27.452,0,0,0,0,7.918,6.154,13.38,0,0,0,0,4,305,0,0.099
"307",2013-01-01,"Nigeria","NGA","oyo",0.18,28.352,0,0,0,0,6.263,11.691,8.729,0,1.669,0,0,5,340,0,0.155
"308",2013-01-01,"Nigeria","NGA","osun",0.287,14.011,0,0,0,0,0.598,0,0.059,0,13.353,0,0,0,76,0,0.043
"309",2013-01-01,"Nigeria","NGA","ekiti",0.224,15.798,0,0,0,0,13.223,0,1.11,0,1.464,0,0,0,74,0,0.051
"310",2013-01-01,"Nigeria","NGA","ondo",0.961,17.548,0,0,0,3.189,12.611,0,0,0,1.621,0,0,0,13,0,0.127
"311",2013-01-01,"Nigeria","NGA","edo",2.225,26.647,0,0,0,12.365,6.296,0,0,0,7.369,0,0,151,122,0,0.08
"312",2013-01-01,"Nigeria","NGA","anambra",1.843,9.723,0,0,0,0,4.859,0,0,0,4.864,0,0,0,60,0,0.05
"313",2013-01-01,"Nigeria","NGA","enugu",0.435,15.455,0,0,0,0,15.278,0,0,0,0.177,0,0,192,30,1,0.123
"314",2013-01-01,"Nigeria","NGA","ebonyi",0.512,12.963,0,0,0,0,6.215,0,6.646,0,0,0,0,0,31,10,0.265
"315",2013-01-01,"Nigeria","NGA","cross river",0.606,28.402,0,0,0,0,4.532,0,8.585,0,0,0,0,0,88,0,0.146
"316",2013-01-01,"Nigeria","NGA","akwa ibom",4.511,13.704,0,0,0,0,4.318,0,0,0,0,0,0,0,11,0,0.099
"317",2013-01-01,"Nigeria","NGA","abia",2.392,13.214,0,0,0,0,11.843,0,0,0,0,0,0,0,47,0,0.088
"318",2013-01-01,"Nigeria","NGA","imo",2.867,20.952,0,0,0,0,20.952,0,0,0,0,0,0,0,41,0,0.083
"319",2013-01-01,"Nigeria","NGA","rivers",3.014,20.245,0,0,0,0,6.426,0,0,0,0,0,0,0,273,0,0.088
"320",2013-01-01,"Nigeria","NGA","bayelsa",1.159,18.767,0,0,0,0,2.916,0,0,0,0,0,0,0,0,0,0.12
"321",2013-01-01,"Nigeria","NGA","delta",2.545,27.41,0,0,0,0.697,8.323,0,0,0,4.82,0,0,0,117,0,0.107
"322",2013-01-01,"Nigeria","NGA","lagos",0.723,8.819,0,0,0,0,8.023,0,0,0,0.796,0,0,5,773,3,0.035
"323",2013-01-01,"Nigeria","NGA","ogun",0.527,22.52,0,0,0,0,10.492,3.498,5.676,0,2.855,0,0,0,107,0,0.112
"324",2017-01-01,"Nigeria","NGA","sokoto",0.235,37.885,0,0,0,0,0,17.657,8.36,0,11.868,0,0,5,255,269,0.536
"325",2017-01-01,"Nigeria","NGA","zamfara",0.257,27.921,0,0,0,0,0,10.349,16.778,0,0.794,0,1,1,266,9,0.518
"326",2017-01-01,"Nigeria","NGA","katsina",0.277,28.776,0,0,0,0,0,0.022,24.509,0,4.245,0,0,15,556,0,0.462
"327",2017-01-01,"Nigeria","NGA","jigawa",0.247,24.346,0,0,0,0,0,10.264,14.083,0,0,0,0,12,165,1,0.531
"328",2017-01-01,"Nigeria","NGA","yobe",0.218,31.296,0,0,0,0,0,25.7,5.596,0,0,0,0,14,185,28,0.488
"329",2017-01-01,"Nigeria","NGA","borno",0.261,46.332,0,0,0,0,0,18.951,27.381,0,0,0,0,476,452,2366,0.334
"330",2017-01-01,"Nigeria","NGA","adamawa",0.247,31.396,0,0,0,0,2.356,3.224,25.816,0,0,0,0,16,590,80,0.321
"331",2017-01-01,"Nigeria","NGA","gombe",0.248,23.943,0,0,0,0,0,17.943,6,0,0,0,5,17,267,6,0.456
"332",2017-01-01,"Nigeria","NGA","bauchi",0.252,39.837,0,0,0,0,0,3.536,36.301,0,0,0,0,1061,373,115,0.503
"333",2017-01-01,"Nigeria","NGA","kano",0.386,24.169,0,0,0,0,0,0.222,23.947,0,0,0,512,1278,676,884,0.4
"334",2017-01-01,"Nigeria","NGA","kaduna",0.383,45.647,0,0,0,0,0,10.93,34.717,0,0,0,19,34,574,69,0.293
"335",2017-01-01,"Nigeria","NGA","kebbi",0.247,33.084,0,0,0,0,0,23.161,6.284,0,3.639,0,0,3,491,4407,0.491
"336",2017-01-01,"Nigeria","NGA","niger",0.267,37.034,0,0,0,0,0,19.552,17.482,0,0,0,6,3,468,11024,0.362
"337",2017-01-01,"Nigeria","NGA","fct abuja",0.375,15.556,0,0,0,0,0,11.161,4.395,0,0,0,2,10,959,419,0.114
"338",2017-01-01,"Nigeria","NGA","nasarawa",0.265,19.917,0,0,0,0,0.187,16.028,3.701,0,0,0,1,0,148,5,0.272
"339",2017-01-01,"Nigeria","NGA","plateau",0.254,27.276,0,0,0,0,0,4.954,22.321,0,0,0,2,7,467,4,0.279
"340",2017-01-01,"Nigeria","NGA","taraba",0.24,44.153,0,0,0,0,19.569,5.329,19.255,0,0,0,0,1,310,13,0.335
"341",2017-01-01,"Nigeria","NGA","benue",0.267,28.005,0,0,0,0,6.77,0.688,20.547,0,0,0,0,2,358,181,0.181
"342",2017-01-01,"Nigeria","NGA","kogi",0.419,29.763,0,0,0,0,19.36,0.192,8.771,0,1.44,0,0,4,215,124,0.135
"343",2017-01-01,"Nigeria","NGA","kwara",0.262,27.452,0,0,0,0,7.27,5.234,14.947,0,0,0,0,5,334,4,0.144
"344",2017-01-01,"Nigeria","NGA","oyo",0.332,28.352,0,0,0,0,6.263,0.519,19.901,0,1.669,0,14,56,524,238,0.108
"345",2017-01-01,"Nigeria","NGA","osun",0.456,14.011,0,0,0,0,0.598,0,0.059,0,13.353,0,16,6,330,52,0.045
"346",2017-01-01,"Nigeria","NGA","ekiti",0.336,15.798,0,0,0,0,13.223,0,1.11,0,1.464,0,0,0,265,1,0.053
"347",2017-01-01,"Nigeria","NGA","ondo",0.699,17.548,0,0,0,3.189,12.611,0,0,0,1.621,0,2,0,357,407,0.085
"348",2017-01-01,"Nigeria","NGA","edo",1.746,26.647,0,0,0,12.365,6.296,0,0,0,7.369,0,1,112,236,24,0.02
"349",2017-01-01,"Nigeria","NGA","anambra",2.528,9.723,0,0,0,0,4.343,0,0,0,5.381,0,1,0,302,21,0.038
"350",2017-01-01,"Nigeria","NGA","enugu",0.519,15.455,0,0,0,0,15.076,0,0,0,0.379,0,2,69,183,417,0.038
"351",2017-01-01,"Nigeria","NGA","ebonyi",0.543,12.963,0,0,0,0,4.126,0,6.646,0,2.089,0,0,0,189,10,0.169
"352",2017-01-01,"Nigeria","NGA","cross river",0.643,28.402,0,0,0,0,3.719,0,8.585,0,0.813,0,0,1,223,0,0.118
"353",2017-01-01,"Nigeria","NGA","akwa ibom",3.462,13.704,0,0,0,0,0,0,0,0,4.318,0,4,0,271,231,0.09
"354",2017-01-01,"Nigeria","NGA","abia",1.827,13.214,0,0,0,0,0.151,0,0,0,11.692,0,0,3,179,46,0.041
"355",2017-01-01,"Nigeria","NGA","imo",2.571,20.952,0,0,0,0,8.139,0,0,0,12.813,0,0,3,504,16,0.035
"356",2017-01-01,"Nigeria","NGA","rivers",2.9,20.245,0,0,0,0,4.948,0,0,0,1.478,0,6,12,389,111,0.029
"357",2017-01-01,"Nigeria","NGA","bayelsa",1.545,18.767,0,0,0,0,2.916,0,0,0,0,0,0,0,37,0,0.099
"358",2017-01-01,"Nigeria","NGA","delta",2.528,27.41,0,0,0,0.697,8.323,0,0,0,4.82,0,0,1,440,3,0.051
"359",2017-01-01,"Nigeria","NGA","lagos",0.803,8.819,0,0,0,0,8.023,0,0,0,0.796,0,1,55,1006,306,0.01
"360",2017-01-01,"Nigeria","NGA","ogun",0.652,22.52,0,0,0,0,10.492,3.498,5.676,0,2.855,0,0,1,488,93,0.057
"361",2018-01-01,"Nigeria","NGA","sokoto",0.244,37.885,0,0,0,0,0,24.398,8.36,0,5.128,0,0,19,479,1079,0.555
"362",2018-01-01,"Nigeria","NGA","zamfara",0.25,27.921,0,0,0,0,0,10.349,16.778,0,0.794,0,1,2,428,416,0.476
"363",2018-01-01,"Nigeria","NGA","katsina",0.273,28.776,0,0,0,0,0,0.022,24.509,0,4.245,0,0,27,916,2,0.398
"364",2018-01-01,"Nigeria","NGA","jigawa",0.244,24.346,0,0,0,0,0,10.264,14.083,0,0,0,0,12,313,15,0.493
"365",2018-01-01,"Nigeria","NGA","yobe",0.212,31.296,0,0,0,0,0,25.7,5.596,0,0,0,2,14,202,1679,0.54
"366",2018-01-01,"Nigeria","NGA","borno",0.241,46.332,0,0,0,0,0,18.951,27.381,0,0,0,0,480,408,5676,0.342
"367",2018-01-01,"Nigeria","NGA","adamawa",0.251,31.396,0,0,0,0,2.356,3.224,25.816,0,0,0,1,16,535,103,0.333
"368",2018-01-01,"Nigeria","NGA","gombe",0.243,23.943,0,0,0,0,0,17.943,6,0,0,0,5,20,394,8,0.485
"369",2018-01-01,"Nigeria","NGA","bauchi",0.238,39.837,0,0,0,0,0,3.536,36.301,0,0,0,0,1058,491,114,0.451
"370",2018-01-01,"Nigeria","NGA","kano",0.379,24.169,0,0,0,0,0,0.222,23.947,0,0,0,512,1278,818,896,0.369
"371",2018-01-01,"Nigeria","NGA","kaduna",0.369,45.647,0,0,0,0,0,10.93,34.717,0,0,0,19,37,849,358,0.308
"372",2018-01-01,"Nigeria","NGA","kebbi",0.246,33.084,0,0,0,0,0,24.298,8.786,0,0,0,0,5,572,4418,0.585
"373",2018-01-01,"Nigeria","NGA","niger",0.273,37.034,0,0,0,0,0,19.552,17.482,0,0,0,12,8,661,17492,0.378
"374",2018-01-01,"Nigeria","NGA","fct abuja",0.399,15.556,0,0,0,0,0,11.161,4.395,0,0,0,2,11,1013,436,0.119
"375",2018-01-01,"Nigeria","NGA","nasarawa",0.28,19.917,0,0,0,0,0.187,16.028,3.701,0,0,0,2,0,243,5,0.161
"376",2018-01-01,"Nigeria","NGA","plateau",0.247,27.276,0,0,0,0,0,4.954,22.321,0,0,0,3,9,546,9,0.255
"377",2018-01-01,"Nigeria","NGA","taraba",0.233,44.153,0,0,0,0,19.569,5.329,19.255,0,0,0,0,1,436,16,0.369
"378",2018-01-01,"Nigeria","NGA","benue",0.257,28.005,0,0,0,0,6.77,0.688,20.547,0,0,0,0,2,390,224,0.168
"379",2018-01-01,"Nigeria","NGA","kogi",0.44,29.763,0,0,0,0,20.8,0.192,8.771,0,0,0,1,5,392,671,0.148
"380",2018-01-01,"Nigeria","NGA","kwara",0.27,27.452,0,0,0,0,7.27,5.234,14.947,0,0,0,1,5,466,69,0.21
"381",2018-01-01,"Nigeria","NGA","oyo",0.351,28.352,0,0,0,0,6.263,0.519,19.901,0,1.669,0,14,58,838,439,0.085
"382",2018-01-01,"Nigeria","NGA","osun",0.493,14.011,0,0,0,0,0.598,0,0.059,0,13.353,0,267,7,421,1204,0.085
"383",2018-01-01,"Nigeria","NGA","ekiti",0.366,15.798,0,0,0,0,13.223,0,1.11,0,1.464,0,0,0,329,4,0.087
"384",2018-01-01,"Nigeria","NGA","ondo",0.768,17.548,0,0,0,3.189,12.611,0,0,0,1.621,0,2,0,366,439,0.087
"385",2018-01-01,"Nigeria","NGA","edo",2.079,26.647,0,0,0,12.365,13.665,0,0,0,0,0,1,114,321,93,0.09
"386",2018-01-01,"Nigeria","NGA","anambra",2.717,9.723,0,0,0,0,9.207,0,0,0,0.516,0,1,0,414,22,0.035
"387",2018-01-01,"Nigeria","NGA","enugu",0.536,15.455,0,0,0,0,15.253,0,0,0,0.202,0,5,69,296,439,0.087
"388",2018-01-01,"Nigeria","NGA","ebonyi",0.576,12.963,0,0,0,0,4.126,0,6.646,0,2.089,0,31,2,317,10,0.194
"389",2018-01-01,"Nigeria","NGA","cross river",0.619,28.402,0,0,0,0,3.719,0,8.585,0,0.813,0,0,1,318,3,0.12
"390",2018-01-01,"Nigeria","NGA","akwa ibom",3.635,13.704,0,0,0,0,0,0,0,0,4.318,0,4,1,459,231,0.085
"391",2018-01-01,"Nigeria","NGA","abia",2.077,13.214,0,0,0,0,0.151,0,0,0,11.692,0,0,4,261,46,0.035
"392",2018-01-01,"Nigeria","NGA","imo",2.915,20.952,0,0,0,0,8.139,0,0,0,12.813,0,2,4,467,16,0.049
"393",2018-01-01,"Nigeria","NGA","rivers",3.192,20.245,0,0,0,0,4.948,0,0,0,1.478,0,14,48,520,955,0.056
"394",2018-01-01,"Nigeria","NGA","bayelsa",1.727,18.767,0,0,0,0,2.916,0,0,0,0,0,0,19,49,404,0.117
"395",2018-01-01,"Nigeria","NGA","delta",3.016,27.41,0,0,0,0.697,13.144,0,0,0,0,0,0,53,533,3,0.077
"396",2018-01-01,"Nigeria","NGA","lagos",0.712,8.819,0,0,0,0,8.023,0,0,0,0.796,0,1,82,1261,488,0.016
"397",2018-01-01,"Nigeria","NGA","ogun",0.63,22.52,0,0,0,0,10.492,3.498,5.676,0,2.855,0,0,3,780,93,0.049
"398",2021-01-01,"Nigeria","NGA","sokoto",0.294,37.885,0,0,0,0,0,24.398,8.36,0,5.128,0,0,177,485,1115,0.437
"399",2021-01-01,"Nigeria","NGA","zamfara",0.32,27.921,0,0,0,0,0,13.607,13.52,0,0.794,0,1,110,431,510,0.391
"400",2021-01-01,"Nigeria","NGA","katsina",0.347,28.776,0,0,0,0,0,0.022,24.509,0,4.245,0,14,54,921,58,0.333
"401",2021-01-01,"Nigeria","NGA","jigawa",0.28,24.346,0,0,0,0,0,10.264,14.083,0,0,0,0,16,323,163,0.438
"402",2021-01-01,"Nigeria","NGA","yobe",0.256,31.296,0,0,0,0,0,25.7,5.596,0,0,0,3,459,233,4335,0.343
"403",2021-01-01,"Nigeria","NGA","borno",0.289,46.332,0,0,0,0,0,23.325,23.008,0,0,0,0,574,424,7557,0.292
"404",2021-01-01,"Nigeria","NGA","adamawa",0.294,31.396,0,0,0,0,2.356,3.224,25.816,0,0,0,1,660,546,2546,0.182
"405",2021-01-01,"Nigeria","NGA","gombe",0.281,23.943,0,0,0,0,0,17.943,6,0,0,0,12,31,396,207,0.334
"406",2021-01-01,"Nigeria","NGA","bauchi",0.281,39.837,0,0,0,0,0,3.536,36.301,0,0,0,2,684,496,800,0.441
"407",2021-01-01,"Nigeria","NGA","kano",0.468,24.169,0,0,0,0,0,0.222,23.947,0,0,0,509,799,868,2586,0.25
"408",2021-01-01,"Nigeria","NGA","kaduna",0.46,45.647,0,0,0,0,0,10.93,34.717,0,0,0,44,55,878,870,0.167
"409",2021-01-01,"Nigeria","NGA","kebbi",0.302,33.084,0,0,0,0,0,30.208,2.876,0,0,0,1,171,580,4418,0.437
